Customer_ID,Name,Age,Gender,Phone_Number,Email,Address,City,State,Pincode,Bank_Balance,CIBIL_Score,Existing_Loans,Loan_Amount_Requested,Loan_Tenure_Months,Monthly_Income,Income_Source,Employment_Type,Other_Loans,EMI_Existing_Loans,Loan_Status
e58a9ec6-c84e-47a2-93b0-8d4a3c25eef2,Jackson Kakar,32,Female,+918305308913,fthaker@example.org,"56/502, Butala, Tiruvottiyur 716396",Gurgaon,Maharashtra,284988,1966708,622,No,511686,36,43374,Freelance,Self-employed,0,0,Rejected
75666c9b-9f24-4409-ba31-4ba526fa69f3,Chandran Sampath,33,Male,+918860379288,oliverbhagat@example.org,"859, Srinivasan Street, Thiruvananthapuram-899965",Jalna,Himachal Pradesh,986284,1166018,843,Yes,394794,36,39633,Freelance,Self-employed,312825,42724,Rejected
12b056fa-2d1d-48e5-8d2d-f980d221562c,Rishi Babu,26,Female,+919917694503,jyogi@example.com,"H.No. 96, Mallick Road, Ludhiana 833461",Surat,Chhattisgarh,142643,1733106,453,Yes,935530,24,126697,Business,Self-employed,413112,24006,Rejected
e0fded45-bd41-420f-801f-ede7787cdcbc,Kashish Devi,43,Male,04338245713,tanmayikanda@example.com,"88/27, Rao Street, Madurai-394953",Hospet,Himachal Pradesh,346134,1245409,636,No,285062,36,256297,Business,Self-employed,0,0,Rejected
d879ea6a-3d17-47de-b116-b6ec27c9ad40,Ekaja Dave,35,Female,+916484431396,amolbhardwaj@example.org,"65/85, Mani Road, Hospet-090840",Silchar,Andhra Pradesh,856910,1874162,432,Yes,558937,36,48864,Freelance,Self-employed,394994,32822,Rejected
f6efc1f5-1d68-407a-a411-b64e3d861ab2,Ojasvi Thakur,31,Male,04670149266,pratta@example.com,"394, Ahuja Road, Kota 872542",Bhilwara,Manipur,035548,776751,455,Yes,655581,24,44674,Rental,Salaried,408635,35925,Rejected
c09fd77a-e71d-4ca3-9239-96e3cf54068d,Nirja Borah,28,Female,5458154644,asehgal@example.org,"66, Sawhney Ganj, Coimbatore-150784",Tiruppur,Tripura,861132,604749,334,No,550064,24,246676,Freelance,Salaried,0,0,Approved
bb130f7f-ea06-4fd5-9fd1-d660bd518dc4,Ikbal Bera,34,Male,04640482231,ltella@example.org,"484, Apte Zila, Mangalore 731493",Howrah,Assam,711504,237037,588,No,358018,48,166218,Salary,Self-employed,0,0,Rejected
c6c5b753-cbf5-4244-b48a-a46410c87600,Vritti Misra,51,Male,01477336006,jalsashenoy@example.com,"H.No. 35, Ratti Path, Mirzapur 477863",Belgaum,Bihar,654865,1446683,325,No,736367,24,227480,Salary,Salaried,0,0,Rejected
a58605b4-c362-45a5-b77a-f4981f332b51,Hema Suresh,42,Male,+910633942094,vyanjanabanik@example.com,"13/80, Borah Zila, Dharmavaram 721725",North Dumdum,West Bengal,453481,1861274,607,No,730171,12,227757,Freelance,Salaried,0,0,Rejected
28a72654-6aea-4f43-8b31-3bfe4e880b32,Amruta Guha,49,Female,05382172392,hemangchakraborty@example.com,"50, Narayanan Marg, Yamunanagar 125738",Chandigarh,Madhya Pradesh,632429,961498,341,No,568344,24,50497,Business,Self-employed,0,0,Rejected
f7aa29a4-0ff8-4d78-a9d4-b0a7a07e0155,Theodore Nayar,57,Male,09394448236,mandallopa@example.net,"H.No. 59, Srivastava, Kozhikode 331024",Kavali,Tripura,191466,1171167,550,No,886066,48,171452,Rental,Self-employed,0,0,Approved
4bff1775-6bdc-4f8f-a113-94618a2c92e3,Mohini Halder,41,Female,4375764744,sampathekalinga@example.com,"H.No. 563, Rama Ganj, New Delhi-166506",Rajkot,Nagaland,804701,294976,660,Yes,299020,48,181903,Rental,Self-employed,63778,45452,Approved
8a2cd16e-8b15-42af-9327-334d052ca2f9,Vinaya Shroff,24,Female,1680547239,farhanmahal@example.org,"H.No. 064, Dua Ganj, Ambattur 582082",Gurgaon,Manipur,233032,1201359,621,Yes,888664,36,203473,Rental,Salaried,403102,41224,Approved
75386cf7-c842-4f64-83fb-7ad37ca67602,Wakeeta Boase,60,Male,06105768448,urmi32@example.com,"H.No. 534, Soman Chowk, Naihati-422997",Dhanbad,Gujarat,012170,425009,872,Yes,751768,12,44854,Salary,Salaried,140719,25876,Approved
236e17ab-e018-43e3-a8a1-59b74663283b,Diya Deshmukh,46,Female,+913877942719,brindaravel@example.com,"05/71, Dube Path, Bally-197363",Tirupati,Meghalaya,865381,1783816,621,Yes,739134,36,102113,Freelance,Self-employed,266837,23053,Rejected
9821c671-3e1b-4cd0-819e-b94aa64551af,Nathaniel Raghavan,41,Female,+910975119544,samakshsibal@example.net,"H.No. 735, Hari Zila, Sirsa-551035",Jalna,Andhra Pradesh,442481,201920,460,No,856162,36,89532,Salary,Salaried,0,0,Rejected
d467f2de-68dd-4e45-98dd-aaa86812f30b,Pallavi Chand,64,Male,+915226826412,rayaan76@example.com,"94/11, Murty Path, Phusro-311205",Shivpuri,Nagaland,550973,349619,885,Yes,729918,36,207419,Salary,Salaried,489651,11458,Rejected
5d0d2ddb-0845-4f6f-8e9f-d9361027092d,Dayita Babu,31,Female,+913189165974,charles80@example.org,"84/29, Master Marg, Aizawl-750157",Mysore,Telangana,714123,1972954,445,Yes,71529,36,208470,Rental,Self-employed,397645,40470,Approved
99095254-1294-4f72-b243-54ae18dec1ee,Abeer Baria,55,Male,09979834865,shravya04@example.net,"100, Munshi Zila, Bellary 648864",Erode,Sikkim,545326,1997210,606,Yes,270244,12,151826,Rental,Salaried,447945,354,Rejected
708f8d50-96c8-48f7-aa08-2066bede144c,Aashi Patel,33,Male,+913311475206,ishwar34@example.net,"98/25, Bhasin Marg, Mira-Bhayandar-599091",Burhanpur,Telangana,454476,1885246,328,No,583576,36,143416,Salary,Salaried,0,0,Rejected
aae5e147-e3a0-4e7a-b107-ab4b9ff7544e,Atharv Bobal,32,Female,05642498139,yatanrama@example.org,"624, Madan Circle, Delhi-381927",North Dumdum,Sikkim,296880,1591276,364,No,694674,60,103340,Business,Salaried,0,0,Rejected
3d95f87a-2185-45bd-88a4-cd26aed28915,Laksh Sarin,29,Female,+915595746883,prashadisaac@example.net,"H.No. 279, Brar Zila, Karimnagar 421502",Hospet,Mizoram,223466,774550,353,Yes,823206,36,159006,Business,Self-employed,125634,31096,Approved
5038424c-7526-4f40-a620-a0b4572bbcad,Chaitaly Thakur,32,Female,+917189732148,gulatiikshita@example.com,"80, Jani Zila, Siwan-461534",Kakinada,Rajasthan,539427,303221,816,No,340729,24,211272,Freelance,Salaried,0,0,Approved
65660e23-bd54-4e4a-ac47-3250140ef95a,Harsh Sahota,25,Female,+915091414322,imaranhanda@example.com,"H.No. 31, Shankar, Sangli-Miraj & Kupwad 008743",Vijayawada,Manipur,215967,512100,416,Yes,169111,12,179599,Business,Self-employed,152124,37915,Rejected
c6937ccb-6c8c-40fa-a212-95a7e44096e6,Osha Wable,53,Female,7766043692,theodorebobal@example.com,"77/52, Boase Street, Belgaum-042332",Mathura,Gujarat,577766,1176274,766,No,640838,48,60505,Freelance,Self-employed,0,0,Approved
6cb4f9a5-1c69-4c0e-9129-b3bba7f204b0,Samaksh Ghosh,26,Female,07122269173,ambleshravya@example.net,"55/068, Ahluwalia Zila, Sonipat 129310",Shahjahanpur,Uttar Pradesh,933362,409900,612,Yes,136941,24,172662,Salary,Salaried,482782,23843,Rejected
d04f7139-ca63-4c0c-87f9-39cb3626e015,Atharv Krishna,29,Male,3222560177,chaman44@example.com,"33/84, Bhardwaj Circle, Meerut 116537",Hospet,Madhya Pradesh,191625,1783709,707,No,265682,60,163174,Rental,Salaried,0,0,Approved
29f2b69b-9f39-496a-bddb-90f314ccf979,Sathvik Dasgupta,41,Male,3008659252,snatt@example.org,"H.No. 70, Gill Chowk, Panihati-702137",Amroha,Haryana,491080,418274,433,No,713879,12,176131,Freelance,Salaried,0,0,Rejected
105673f2-6010-417a-9129-fce8165cb36e,Viraj Kumer,31,Male,04094543253,om89@example.org,"16/497, Mukherjee, Mysore-069717",Chapra,Rajasthan,109550,265143,732,No,710136,24,47112,Business,Self-employed,0,0,Rejected
bfd2f483-e5cd-4a3c-85e9-6fbd943827d7,Wyatt Natarajan,41,Female,6130459225,samesh76@example.net,"H.No. 435, Wali Marg, Sambalpur-027773",Machilipatnam,Haryana,542968,1331584,385,No,661937,36,255241,Business,Self-employed,0,0,Rejected
3c7b1b3e-9ae2-49bb-89fa-7b101b6640b5,Timothy Murty,47,Male,8071613215,wtalwar@example.net,"44, Balasubramanian Chowk, Kharagpur 453544",Raurkela Industrial Township,Arunachal Pradesh,819105,1725102,701,No,229547,60,251915,Freelance,Salaried,0,0,Rejected
c8fd9ac0-4cdc-4644-9e00-ad20607da377,Kala Upadhyay,31,Male,+910471445282,gautam02@example.net,"H.No. 56, Pandey Street, Nangloi Jat 971543",Navi Mumbai,Madhya Pradesh,862464,1697611,554,No,96999,60,238570,Salary,Salaried,0,0,Rejected
6b6cc490-0aeb-4011-aedf-4d8366557f72,Praneel Rajan,32,Female,09483419308,yashodhara58@example.org,"H.No. 959, Date Road, Cuttack 598028",Saharanpur,Bihar,056229,1238589,352,No,68786,24,25196,Salary,Salaried,0,0,Rejected
549e844b-7e47-4fa4-b2c1-69b398830bcb,Pavani Suresh,29,Female,09727763173,rraju@example.com,"H.No. 609, Magar Ganj, Agartala-199242",Bettiah,Andhra Pradesh,553680,1221774,300,No,565468,36,99778,Salary,Salaried,0,0,Rejected
62417b0d-c05c-48ba-abbf-191871a25353,Yatin Sinha,45,Female,5588874778,riya48@example.com,"87/528, Anne Zila, Ujjain 165371",Morbi,Sikkim,206635,1892721,840,No,53031,24,289389,Freelance,Self-employed,0,0,Rejected
3534a72b-c11d-44be-909d-d2e24960ccae,Rushil Nadig,65,Male,+918660615703,basakdaksha@example.com,"00, Das Nagar, Udupi 396467",Chandrapur,Madhya Pradesh,800527,1749189,472,No,696118,60,172866,Rental,Salaried,0,0,Approved
21ee1185-31cc-4c06-8f4f-1edfa2197e33,Zansi Yogi,27,Female,+911041819686,bparekh@example.net,"774, Luthra Road, Darbhanga-974522",Tezpur,Rajasthan,508018,1300455,493,Yes,478739,48,155573,Salary,Salaried,133155,38347,Rejected
6df9e1bc-ea5d-4c60-925c-f985a9bc4098,Qabil Sodhi,26,Female,04345807896,ljani@example.net,"16, Sampath Chowk, Jalgaon-702396",Ambarnath,Mizoram,167637,835945,366,Yes,143394,24,21705,Rental,Salaried,135865,33298,Approved
0f4c62fb-d9af-4b65-8a33-325abebeb285,Harinakshi Ben,41,Male,5781173454,manikamala@example.com,"H.No. 89, Pandya Circle, Ranchi 282948",Korba,Jharkhand,049707,761484,392,Yes,275752,48,48414,Rental,Salaried,159131,13156,Rejected
bcae32c1-4799-435f-9653-1feeb1b9ab54,Benjamin Luthra,59,Male,05816043400,krishnabobal@example.net,"021, Wagle Zila, Raichur 379656",Kishanganj,Haryana,165210,1209610,638,Yes,218983,12,229421,Rental,Self-employed,173058,48980,Rejected
cdcbed6c-0038-4daa-8898-90ce70382384,Daksh Reddy,54,Male,6374970219,jbaria@example.net,"15/463, Pandit Road, Dehri-739729",Vijayanagaram,Assam,138323,370897,873,Yes,164180,36,178068,Rental,Salaried,46505,10998,Rejected
0c6dfa83-d03f-4523-ba29-9605dfb46bc9,Krishna Bajaj,43,Female,4866958677,csrinivasan@example.org,"H.No. 987, Vora Chowk, Guntakal-054236",Tadepalligudem,Punjab,451732,185467,475,No,542377,48,241321,Salary,Self-employed,0,0,Approved
836ee718-fd91-4563-9fcc-5fd7367a11d4,Om Purohit,50,Male,+913023826690,guhayagnesh@example.org,"44/16, Rao Road, Rajahmundry 947806",Ongole,Telangana,370661,1446636,367,Yes,576269,24,285338,Business,Salaried,37272,41022,Rejected
9bd30314-cf49-42fb-8a39-07fbef69cd28,Vasudha Ben,65,Male,+919509984192,anmol07@example.net,"35/835, Patil Road, Yamunanagar-723273",Jhansi,Tamil Nadu,305621,1403568,335,Yes,457238,12,35814,Salary,Self-employed,354248,27491,Approved
c02a77fb-2cff-4d29-8bde-5c5902012494,Faraj Pillay,22,Female,02318617174,libni87@example.net,"800, Bansal Chowk, Nellore 737177",Panvel,Bihar,187219,1965801,841,Yes,466694,60,32550,Rental,Self-employed,252451,24385,Approved
0c2a9774-e40c-4118-ac82-a04f9c700244,Elijah Batta,46,Female,+910151803996,ichakraborty@example.com,"H.No. 67, Palla Marg, Silchar 748014",Dhule,Punjab,789886,1581822,635,Yes,636673,48,74783,Rental,Salaried,484624,21176,Approved
fd22c0ed-a723-4c84-9fdc-4f78d4749149,Thomas Mangal,26,Male,0649741178,ldar@example.org,"H.No. 349, Suresh Path, Gangtok-201397",Gudivada,Odisha,021053,1750359,897,No,981834,60,155806,Business,Salaried,0,0,Approved
9b8b22b5-caab-4567-b100-923778c5270b,Tanmayi Sidhu,31,Female,+917258761497,jeremiah49@example.org,"H.No. 196, Sama Chowk, Sirsa 266432",Kavali,Tamil Nadu,105493,582119,832,No,943664,60,290971,Business,Self-employed,0,0,Rejected
66398861-8bd1-4e1c-9b5e-4c75f8a20481,Damyanti Verma,32,Male,02322217905,uyadav@example.com,"09, Trivedi Road, Orai-282366",Dibrugarh,Odisha,813262,536496,780,Yes,665208,60,156081,Salary,Salaried,211656,20500,Approved
876b9797-f012-4558-9aef-55bef4be8c91,Gaurang Sibal,63,Male,5760688415,ysrinivas@example.net,"67/77, Iyengar Path, South Dumdum 461737",Bareilly,Chhattisgarh,862134,1876420,834,Yes,373300,48,176714,Salary,Self-employed,470729,7362,Approved
8c12f76f-a8b0-4eca-9c1e-c2c98aeb8b15,Arunima Sastry,31,Male,+919604964178,bhattdalaja@example.net,"H.No. 273, Khurana Chowk, Mango 750007",Uluberia,Arunachal Pradesh,509569,1139781,494,No,213694,48,243996,Business,Salaried,0,0,Approved
35c58556-ebe9-42e2-a81a-ee0bd096d385,Raksha Batra,61,Male,05480168029,pranavkant@example.org,"H.No. 077, Dayal Road, Bokaro 709698",Machilipatnam,Manipur,898066,1196656,529,Yes,60197,12,269154,Rental,Salaried,309434,26782,Approved
21e039d5-e671-4704-bf7f-26a869371ff0,Damini Batta,61,Male,5726051522,cwalia@example.com,"H.No. 59, Aggarwal Street, Sirsa-428831",Sultan Pur Majra,Bihar,636898,1016278,396,No,440505,60,281995,Salary,Salaried,0,0,Approved
4c75928e-045a-4cc1-a786-7fdccbb9b402,Champak Khalsa,62,Male,0554348382,agarwalayaan@example.org,"H.No. 443, Sachdeva Ganj, Sambalpur-652676",Udupi,Gujarat,458127,577837,615,No,712079,12,80061,Salary,Self-employed,0,0,Approved
26fd2727-a267-4b41-b0b6-c3be13b12141,Darika Narain,54,Male,4104008107,amahal@example.com,"H.No. 154, Bahl Road, Vellore-122727",Kakinada,Karnataka,829725,1851517,835,No,138453,48,157998,Freelance,Salaried,0,0,Rejected
a8f6649c-cfba-4302-90a3-ef67bffba1a9,Qasim Oommen,50,Male,01793959003,lmodi@example.net,"157, Pathak Street, Haldia-442083",New Delhi,Chhattisgarh,667316,776438,351,Yes,964708,48,215269,Freelance,Salaried,424942,29216,Approved
1a6a0709-d592-46eb-9219-5548505a46e5,Sudiksha Basak,42,Female,+913361938256,yochanabrahmbhatt@example.org,"86/533, Soni Circle, Ramagundam 530755",Amritsar,Uttar Pradesh,542793,409904,421,No,343802,60,158926,Business,Salaried,0,0,Rejected
e553946c-513b-4f82-87c4-257cf41f90dc,Maanav Kohli,31,Female,00464294019,asingh@example.net,"778, Barad Path, Morena 566068",Gudivada,Uttar Pradesh,426109,1648341,649,Yes,203789,12,155810,Business,Salaried,389927,30539,Approved
b7e3b33a-f91d-481f-a176-0827b7d95493,Ubika Ram,65,Female,00072033054,naidujacob@example.org,"12, Amble Nagar, Aurangabad 195020",Bhilwara,Sikkim,718899,1592158,417,Yes,302519,60,282497,Rental,Self-employed,88893,14195,Rejected
d6a06371-d0d6-4b6f-9973-ade0ee96a1d9,Deepa Kothari,41,Female,08825021871,pkhalsa@example.com,"H.No. 291, Balay Nagar, Howrah-917557",Bareilly,Kerala,894069,1542277,899,No,998682,48,76875,Business,Salaried,0,0,Approved
3a6db11f-4267-4e0b-9ecb-bcff62bac7af,Charita Wadhwa,47,Female,00256407102,shererehaan@example.org,"H.No. 277, Deep Marg, Moradabad 505228",Kochi,Meghalaya,169425,1312171,795,Yes,758698,12,262266,Rental,Salaried,107107,8863,Rejected
b127a465-c3b2-4204-928f-d90df6075e00,Hemal Hegde,51,Female,+910958190698,saneijaya@example.net,"H.No. 18, Muni Road, Anand 847842",Aurangabad,Arunachal Pradesh,513025,45102,448,Yes,764049,12,215896,Freelance,Self-employed,386545,24533,Rejected
ee38569f-d389-4f91-a9b9-c6c913ed2ff5,Ekanta Hayer,29,Male,9394334162,gagan22@example.com,"91, Sama Path, Bhimavaram 005389",Srinagar,Kerala,435721,986803,503,Yes,160189,24,87751,Business,Self-employed,447137,40224,Rejected
1fcdb494-af7d-4d84-9a9d-5a4a59cbc2eb,Dalaja Yadav,31,Male,+917488991352,meghagrover@example.com,"30/648, Kohli Nagar, Pudukkottai-602366",Ballia,Karnataka,372621,1438355,500,Yes,666007,36,178829,Rental,Salaried,1137,6651,Approved
6d692862-6a8e-4f60-a40c-f4b031145b41,Anthony Dua,48,Female,01810352646,ekanshminhas@example.net,"89/687, Sachdev Ganj, Bhavnagar-606071",Bharatpur,Arunachal Pradesh,192390,1358179,362,No,881602,12,218491,Freelance,Salaried,0,0,Rejected
7948d3d6-b2a7-429c-83b4-715f215db984,Kevin Sarraf,44,Male,9465701774,usunder@example.com,"H.No. 01, Singh, Suryapet-110101",Nandyal,Tripura,400534,462126,422,Yes,814285,12,217823,Salary,Self-employed,74646,4025,Rejected
ac09e83c-fe7b-4d52-80d5-7c08add9d268,Sneha Kunda,31,Male,+910770539517,munshiodika@example.org,"102, Sidhu Nagar, Anantapuram 475912",Surendranagar Dudhrej,Tamil Nadu,730868,661496,469,No,974166,36,142208,Freelance,Self-employed,0,0,Rejected
81daf736-1d18-4e1b-91e7-3efe17ac031c,Aachal Pathak,65,Female,4914835739,ythaman@example.com,"18, Morar Street, Bhiwandi-592137",Chandrapur,Kerala,252866,1484931,653,No,165594,60,36101,Business,Self-employed,0,0,Approved
f2012bda-62ce-45b2-9ffa-845f6e653eb4,Anika Sem,39,Female,09619561156,warriorekanta@example.net,"H.No. 344, Krishnan, Maheshtala-872121",Jammu,Odisha,795475,1676931,573,No,652305,48,47054,Business,Self-employed,0,0,Rejected
bbb8f6c3-a403-4cac-aec4-d4a6fa162b75,Varenya Bansal,33,Female,07699174061,krishnaparsa@example.com,"H.No. 070, Dhawan Path, Gaya-672635",Barasat,West Bengal,614222,1431708,657,Yes,992386,24,265585,Salary,Salaried,95414,28183,Rejected
fee4237b-37d6-4f71-9b0a-cac435824915,Jagdish Mander,60,Female,+919783049262,nshere@example.com,"H.No. 08, Shenoy Street, Mehsana-669906",Kamarhati,Arunachal Pradesh,615798,1537843,360,Yes,420668,60,214976,Freelance,Self-employed,251073,17481,Rejected
dbf79c4d-39fc-4e73-86a9-35426fdc50f1,Om Setty,23,Female,2278005993,chanakyachaudhary@example.com,"29/024, Kari Ganj, Saharanpur-049966",Raebareli,Assam,397775,226683,590,No,93917,36,26852,Rental,Salaried,0,0,Rejected
8d454b16-04f2-447c-8365-c67d83b33a5f,Pahal Bhatti,23,Male,+914213142037,brijeshdutta@example.com,"H.No. 862, Srinivasan Chowk, Bongaigaon 140412",Gandhidham,Chhattisgarh,823415,1880627,561,Yes,896581,12,190964,Rental,Salaried,455103,45549,Approved
4032a6bf-1dec-48d8-a169-7f76e5d832e4,Falguni Magar,26,Female,+919395961453,ekbalthakkar@example.net,"548, Wali Chowk, Imphal-582435",Adoni,Chhattisgarh,799837,788121,779,Yes,263944,24,72577,Freelance,Self-employed,497388,29908,Rejected
f2054df2-d70d-4f82-9486-876dd88f840a,Inaya Deo,45,Female,5102772288,eraja@example.net,"H.No. 79, Hegde Marg, Saharanpur-457505",Sri Ganganagar,Himachal Pradesh,120514,1653081,834,Yes,79405,24,285441,Freelance,Salaried,226984,45142,Rejected
18adc234-5117-48e1-bf16-7530c748461c,Ojasvi Dugar,34,Male,8495857762,sandalluke@example.com,"95, Vasa Nagar, Indore-234556",Erode,Goa,534852,1481923,856,Yes,995273,24,50503,Rental,Self-employed,100058,38852,Approved
47c41d4c-b63a-4c29-b5e1-14a6058065d4,Janaki Bir,48,Female,6722753816,utrivedi@example.org,"563, Pandit Chowk, Sri Ganganagar 227270",Bongaigaon,Arunachal Pradesh,817177,324058,647,Yes,775105,12,223136,Rental,Self-employed,133434,11844,Rejected
